"","STREET_ID","left_begin","left_end","right_begin","right_end","STREET","longitude","latitude","nearestHC","HCRating"
"16",13012553,51,59,50,58,"WB I 690 TO SB I 81",-76.1407695507519,43.0516261549323,0.164239851075361,0.890322434769997
"17",12571847,817,829,816,824,"GLENWOOD AVE",-76.172467324934,43.0195196088232,0.666823681569657,3.61476267696431
"18",13012400,527,599,526,598,"WADSWORTH ST",-76.1392939216454,43.0756910562056,0.386657466305988,2.09601880767408
"19",13013095,831,899,826,898,"GLENWOOD AVE",-76.1732409385549,43.0194614585381,0.706435192158404,3.82949141862707
"20",13013096,0,0,318,398,"STRATHMORE DR",-76.1734713907344,43.0197685912229,0.715858595467321,3.88057443729082
"21",12571850,301,315,300,316,"STRATHMORE DR",-76.1725373948171,43.0210170001175,0.66574793755861,3.60893121145315
"22",13012402,0,0,212,284,"ROSS PARK",-76.144987887301,43.0757575299178,0.220899800895523,1.19746850283776
"23",12571849,2201,2299,2200,2298,"S GEDDES ST",-76.1743596357527,43.0215054177397,0.76029012957206,4.12143188672035
"24",13013093,2223,2225,2224,2224,"S GEDDES ST",-76.1739557454916,43.0195504176336,0.741908986257076,4.02179014835477
"25",13010277,101,199,0,0,"SEDGWICK DR",-76.1286616957721,43.0620846475563,0.249969583510173,1.35505193625086
"26",13010278,91,99,90,98,"BRATTLE RD",-76.1297895620125,43.0633046572019,0.249680092190318,1.3534826422272
"27",13009780,51,99,0,0,"ERIE BLVD W FROM SB WEST ST RAMP",-76.1597610115973,43.049545445413,0.419975189596101,2.27662976370226
"28",13018814,791,799,790,798,"IRVING AVE",-76.1380129786558,43.0394259677763,0.110724524483465,0.600222951868334
"29",13018815,0,0,0,0,"SILVERMAN DRWY",-76.1380230277257,43.0393775009547,0.114124855679852,0.618655695992066
"30",12576581,201,399,200,398,"FERNDALE DR",-76.1460110048628,43.0054777538857,0.7190124275159,3.89767094224965
"31",13001390,201,211,200,210,"ROSS PARK",-76.1448106671951,43.0755508284971,0.233720887508231,1.26696991175092
"32",12580645,701,713,700,712,"WADSWORTH ST",-76.1393746887819,43.0766565649554,0.348397683403164,1.88861760239544
"33",13001371,11,19,10,18,"SCHILLER PARK RD",-76.137027606565,43.0669071054636,0.471095038165345,2.55374367817091
"34",12580670,2001,2099,2000,2098,"COURT ST",-76.1421077603049,43.0807180041387,0.212525761389174,1.15207394607619
"35",12580605,1601,1617,1600,1698,"COURT ST",-76.1455465352703,43.0788194213885,0.00752729812375332,0.0408044841060203
"36",12580196,201,299,200,206,"FIRST NORTH ST",-76.1447989294183,43.0676785834069,0.378094113655235,2.04959800948233
"37",12580653,317,399,318,398,"DARLINGTON RD",-76.1364556540981,43.0764649536904,0.490129655436666,2.65692781212475
"38",12575534,401,405,400,406,"WILLUMAE DR",-76.1565934430163,43.0787009380571,0.520681707270936,2.82254643025066
"39",12580482,101,105,100,106,"BRONX AVE",-76.1340797160402,43.0734725384058,0.692802352807531,3.75558960585613
"40",13020528,151,189,0,0,"SKYTOP RD",-76.1238589088674,43.0207525827815,0.930048449572097,5.04166920911994
"41",13020529,191,199,190,198,"SKYTOP RD",-76.1233258680301,43.0189387939601,0.83776420084656,4.54140854474233
"42",13009779,0,0,50,98,"ERIE BLVD W FROM SB WEST ST RAMP",-76.1597610115973,43.049545445413,0.419975189596101,2.27662976370226
"43",13012406,301,315,0,0,"FIRST NORTH ST",-76.1453146321027,43.067902798434,0.38832871593846,2.10507843012349
"44",13001135,1525,1531,1526,1532,"EB I 690",-76.1658481105804,43.0556039191669,0.345783116168243,1.87444438042024
"45",12576654,301,399,300,398,"LAFAYETTE RD",-76.1306775633171,42.994917159423,0.582634468131333,3.15838412450577
"46",12580273,101,199,100,198,"WARHAM ST",-76.1430612493005,43.0710763189037,0.349468679170016,1.89442332830501
"47",12575544,1103,1199,1102,1198,"LEMOYNE AVE",-76.1565281607589,43.0787557859879,0.520626864974426,2.82224913743994
"48",12580668,201,299,200,298,"HARDING ST",-76.1398917247517,43.079169214792,0.285218581051838,1.54613207367802
"49",12580310,1509,1525,1500,1512,"GRANT BLVD",-76.137152885472,43.0723711572131,0.600860676170477,3.25718597930403
"50",13010279,201,299,0,0,"SEDGWICK DR",-76.1297895620125,43.0633046572019,0.249680092190318,1.3534826422272
"51",12580687,101,111,100,110,"WILMORE PL",-76.1394767506154,43.080926321008,0.336095003034405,1.82192640492787
"52",12580353,301,389,300,388,"FARMER ST",-76.1339407842783,43.0644268933632,0.259587261665481,1.40718809307274
"53",12573647,811,817,810,816,"S WEST ST",-76.1575633506819,43.0420702567592,0.117712007889799,0.638101172035423
"54",12580150,101,199,100,198,"SPRING LN",-76.1518453242597,43.068154636179,0.425753333545993,2.30795231517948
"55",12580604,101,199,100,198,"KUHL AVE",-76.1428293328615,43.0769223134751,0.193577623848931,1.04935860726695
"56",13002312,1,49,2,48,"ERIE BLVD W FROM SB WEST ST RAMP",-76.1590816721541,43.0500999370948,0.468399004406428,2.53912883698137
"57",12580781,201,221,200,220,"RIVOLI AVE",-76.1345314654061,43.0788473806267,0.55753247533002,3.0223095530658
"58",12575498,2835,2899,2834,2898,"GRANT BLVD",-76.1568444169378,43.0756614956249,0.429075158809317,2.32595948905938
"59",12580307,301,399,300,364,"WADSWORTH ST",-76.139029640232,43.0722814871443,0.508326341157724,2.75556963035486
"60",13028318,1803,1803,1802,1802,"TEALL AVE",-76.1231658821308,43.0725845443502,0.969153370794868,5.25365179706427
"61",12580669,201,299,200,298,"MAPLEHURST AVE",-76.1392018246205,43.079709181517,0.324481703205454,1.75897224787204
"62",12580685,701,799,700,798,"DARLINGTON RD",-76.1377123591686,43.0796956252854,0.399275278160058,2.16441829109927
"63",12580290,1853,1899,1848,1898,"GRANT BLVD",-76.1412231796773,43.0721762566817,0.402084569048781,2.17964708415801
"64",13001275,1,33,2,32,"HARBORSIDE DR",-76.1711239400071,43.0672528680064,0.93827474364603,5.08626285750116
"65",13013282,8341,8401,8340,8400,"SB I 81",-76.1404315487123,43.0267543329164,0.585554524216284,3.17421336099251
"66",12580276,1301,1309,1300,1312,"HIGHLAND ST",-76.141958414192,43.0705307425987,0.417191792980753,2.26154134006279
"67",12575175,1101,1199,1100,1198,"N TOWNSEND ST",-76.1528592160236,43.0622643166171,0.32385353327239,1.7555670220356
"68",12575556,301,399,300,398,"STEDMAN ST",-76.1548677414211,43.0808799554045,0.496603156007826,2.69201979955815
"69",13001382,61,79,60,78,"SCHILLER PARK RD",-76.1389696931068,43.0689824312449,0.59770692130636,3.24008989275193
"70",13018158,1541,1541,1540,1540,"WB I 690",-76.1631135297135,43.0554432320181,0.475057833925213,2.57522546804299
"71",12581110,701,799,700,798,"TYSON PL",-76.1054697292614,43.0708213303777,0.93044116066491,5.04379804383347
"72",12580664,1901,1999,1900,1998,"COURT ST",-76.1429475264668,43.0802496384942,0.158836172605672,0.861029810961906
"73",13010284,401,415,0,0,"SEDGWICK DR",-76.1318894265177,43.0656187372126,0.346234901591019,1.87689344923615
"74",13001431,327,399,326,398,"TAFT AVE",-76.1149702650111,43.0755652378445,1.38691919048993,7.51830485976052
"75",12575483,701,799,700,798,"WOLF ST",-76.1608689135842,43.075710459519,0.628561326616964,3.4073475289447
"76",12580155,701,899,700,898,"SPRING ST",-76.1498380683742,43.0681641413389,0.399132875470747,2.1636463450202
"77",12580684,801,899,800,898,"DARLINGTON RD",-76.1384928437923,43.0802358561307,0.367456953581336,1.99193537648538
"78",12575542,1101,1199,1100,1198,"WOLF ST",-76.1571670240717,43.0804911882086,0.604532046729188,3.27708799183858
"79",12580683,601,699,600,698,"HILLSIDE ST",-76.1392018246205,43.079709181517,0.324481703205454,1.75897224787204
"80",12573974,101,119,100,118,"SALT ST",-76.152375755784,43.0559523086187,0.153015958570759,0.829479203137326
"81",13001128,1487,1491,1486,1490,"WB I 690",-76.1735251820805,43.0561555549861,0.180268978458916,0.977214206930807
"82",12580661,401,499,400,498,"HILLSIDE ST",-76.1406053698114,43.0786093929048,0.249285613071281,1.35134422327817
"83",12580473,609,699,612,698,"MERTENS AVE",-76.1331557790818,43.0712808377896,0.732804851159204,3.97243784028982
"84",12580270,1201,1201,1200,1200,"HIGHLAND ST",-76.1420450062753,43.0696065412502,0.452542619428697,2.45317347847617
"85",12575568,577,597,576,596,"SEVENTH NORTH ST",-76.1596299623829,43.084154642989,0.806527491293067,4.37207848798827
"86",12580673,201,233,200,232,"HUNTLEY ST",-76.1395021927337,43.077804035565,0.314184003815398,1.70314978618899
"87",12580686,701,719,700,720,"HILLSIDE ST",-76.1384928437923,43.0802358561307,0.367456953581336,1.99193537648538
"88",12580578,201,299,200,228,"CADILLAC ST",-76.1513032520763,43.0784290131661,0.298077271501653,1.61583732800134
"89",12580633,101,121,100,122,"PERSHING AVE",-76.1391778856983,43.074182096198,0.459557007879653,2.49119754731931
"90",12575133,601,725,700,724,"GENANT DR",-76.1582226551007,43.0619331290872,0.597618556279001,3.23961087766642
"91",12580206,801,899,800,898,"POND ST",-76.148962125934,43.0693624256203,0.312422951674713,1.69360335626113
"92",12580205,701,717,700,712,"FIRST NORTH ST",-76.148962125934,43.0693624256203,0.312422951674713,1.69360335626113
"93",13001316,301,301,300,398,"NBT BANK PKWY",-76.1650525044908,43.0765689470829,0.849323007434794,4.60406730117258
"94",12580274,1401,1423,1404,1418,"BUTTERNUT ST",-76.1430612493005,43.0710763189037,0.349468679170016,1.89442332830501
"95",12575518,0,0,900,998,"COURT ST",-76.1535069377827,43.074723575033,0.247918259295933,1.34393197993717
"96",12575532,1001,1099,1000,1098,"LEMOYNE AVE",-76.1571416224033,43.0779590476192,0.511961784482353,2.77527688612171
"97",12575533,407,499,408,498,"WILLUMAE DR",-76.1572612323482,43.0789619833164,0.55839974547456,3.02701090941527
"98",12581113,201,299,200,298,"N MIDLER AVE",-76.1054697292614,43.0708213303777,0.93044116066491,5.04379804383347
"99",12580624,101,199,100,198,"BERKSHIRE AVE",-76.1426464966966,43.0756519644305,0.26888804855456,1.4576064243982
"100",13010280,391,399,390,398,"FARMER ST",-76.1303900213813,43.0645909223125,0.304263340294767,1.64937118591389
"101",13001264,69,69,68,68,"ONONDAGA LAKE PKWY TO DESTINY RAMP",-76.1733864808768,43.0754312446667,1.24173492702044,6.73128023634477
"102",12580784,479,479,478,478,"PLEASANTVIEW AVE",-76.1345314654061,43.0788473806267,0.55753247533002,3.0223095530658
"103",12580778,101,199,100,198,"RIVOLI AVE",-76.1355155854418,43.0788120696268,0.507474809436502,2.75095358990939
"104",12580652,243,299,242,298,"BRIGGS ST",-76.1379992206699,43.0771416036678,0.400482052888492,2.170960056739
"105",13010282,99,99,98,98,"HAMPSHIRE RD",-76.1318894265177,43.0656187372126,0.346234901591019,1.87689344923615
"106",12580665,101,117,100,118,"ARDMORE PL",-76.143767840193,43.0808245395252,0.158627893965877,0.859900760098314
"107",12575482,701,799,700,798,"SECOND NORTH ST",-76.1608689135842,43.075710459519,0.628561326616964,3.4073475289447
"108",12581115,701,715,700,798,"COUGHLIN AVE",-76.10563020464,43.07366954271,1.09043030519369,5.91107796256816
"109",12580452,0,0,500,506,"SEDGWICK DR",-76.1328710265698,43.0676452481481,0.480672602312422,2.60566238227811
"110",12580647,801,809,730,798,"WADSWORTH ST",-76.1394391704186,43.0774939160835,0.323219180261879,1.75212827855693
"111",12580635,101,199,100,198,"LISTMAN AVE",-76.1392128439416,43.0745953388848,0.438184063292336,2.37533765132822
"112",12580709,801,899,800,898,"CADILLAC ST",-76.1460245579901,43.0823870665655,0.242433667938084,1.31420073810111
"113",12580706,1201,1241,1200,1240,"WADSWORTH ST",-76.1461080716682,43.08244115931,0.246676109970302,1.33719845330095
"114",12580609,601,699,600,698,"CADILLAC ST",-76.1475023142681,43.0814225591335,0.201951200873898,1.09475065697833
"115",12580708,1121,1189,1120,1188,"WADSWORTH ST",-76.1452055969352,43.0818219477017,0.20213533920799,1.09574884644861
"116",13009743,1623,1625,1622,1624,"LEMOYNE AVE",-76.1474532437726,43.0846342302647,0.409350580081058,2.21903516561916
"117",12580311,1501,1507,1414,1498,"GRANT BLVD",-76.1366908236181,43.0723947229973,0.623774134603527,3.38139679639587
"118",12575519,101,199,100,198,"BRACE ST",-76.1531171825011,43.0751634234496,0.238551911300118,1.29315825055336
"119",12580463,301,399,300,398,"WENDELL TER",-76.1297185923451,43.0682662270971,0.552818845379944,2.9967575906993
"120",12575497,801,899,800,898,"BEAR ST",-76.1577332516762,43.0744459012794,0.457497370650957,2.48003252725756
"121",12580143,513,527,512,528,"CARBON ST",-76.148860524436,43.0662719292451,0.295876727664607,1.60390847191685
"122",12580626,101,199,110,198,"HILLSIDE ST",-76.1437355597254,43.0762590821127,0.204972462772755,1.11112851675021
"123",13001395,0,0,0,0,"LEMOYNE AVE SERVICE",-76.1477972468633,43.0836274090809,0.347528031145179,1.88390333292513
"124",12581017,151,199,150,198,"EASTWOOD RD",-76.1146213253484,43.0695112790207,1.12581778698671,6.10290880474228
"125",12575229,2857,2899,2858,2898,"LODI ST",-76.1668879168537,43.0696189405908,0.967607018144394,5.24526922457794
"126",12580641,401,499,400,498,"LISTMAN AVE",-76.136378131592,43.0747360595759,0.546973050586602,2.96506831297836
"127",12580475,1313,1399,1312,1324,"GRANT BLVD",-76.1350120757148,43.0724762155961,0.695866849315459,3.7722018347057
"128",12580640,301,399,300,398,"LISTMAN AVE",-76.1373371417055,43.0746850159836,0.508310956989329,2.75548623481978
"129",12580616,1027,1099,1028,1098,"WADSWORTH ST",-76.143767840193,43.0808245395252,0.158627893965877,0.859900760098314
"130",13001317,201,299,200,298,"TEX SIMONE DR",-76.1650525044908,43.0765689470829,0.849323007434794,4.60406730117258
"131",12580630,101,199,100,198,"BRIGGS ST",-76.1427257105255,43.0765003197738,0.218872215268353,1.186477230254
"132",12580298,213,219,200,214,"WADSWORTH ST",-76.1389868626986,43.0710119924568,0.53633863201817,2.90742054131869
"133",12580787,223,299,222,298,"RIVOLI AVE",-76.1337017254905,43.078875675725,0.59974991836863,3.25116470867997
"134",12575526,1001,1099,1000,1098,"TURTLE ST",-76.1540120911983,43.0768216592873,0.336431108425182,1.82374838764337
"135",12575183,401,499,400,498,"UNION PL",-76.1555852767039,43.0651557486864,0.501135672266612,2.71658996864157
"136",12580292,101,179,100,176,"GREENLAND DR",-76.1412231796773,43.0721762566817,0.402084569048781,2.17964708415801
"137",12580677,235,299,234,298,"HUNTLEY ST",-76.1380642691623,43.0778737957398,0.384597840959127,2.08485385202217
"138",12580541,315,333,320,328,"GRANT BLVD",-76.1200677689138,43.0708235065898,0.969033394184923,5.25300141978505
"139",13028313,233,247,232,246,"WHEATON RD",-76.1262581731711,43.0701262031385,0.742387311378464,4.02438308535452
"140",13012342,133,199,134,198,"BEECHER ST",-76.1414895491573,43.0603138746534,0.269336047724602,1.46003496844056
"141",12580530,401,499,400,498,"WHEATON RD",-76.1263978182349,43.0721165320005,0.863502161042476,4.68093061102286
"142",12575562,1311,1399,1300,1398,"LEMOYNE AVE",-76.1527624155856,43.0805897999884,0.3881625984708,2.10417792937842
"143",12580674,101,199,100,198,"HARDING ST",-76.1380642691623,43.0778737957398,0.384597840959127,2.08485385202217
"144",12581180,201,299,200,298,"CULVER DR",-76.0971029505722,43.0657179253936,0.39067286070451,2.1177857277854
"145",12581080,101,199,100,198,"S EDWARDS AVE",-76.1063758780565,43.068852719843,0.868599063313274,4.7085602417721
"146",12581053,201,215,200,214,"COWIE AVE",-76.1138234383621,43.0729399229724,1.30116053826787,7.05341858795123
"147",12581049,101,109,100,108,"COWIE AVE",-76.1147432324601,43.0729004779073,1.26418125187703,6.85295878431658
"148",12575561,1301,1309,1216,1298,"LEMOYNE AVE",-76.1531029734391,43.080360398371,0.40045918103552,2.17083607145959
"149",12580580,201,209,200,214,"KENWOOD AVE",-76.1505266796018,43.0790426398236,0.256755931092822,1.39183982581249
"150",12580775,101,199,100,198,"ACADIA AVE",-76.1335530010354,43.0770932355548,0.620396858717938,3.36308903205208
"151",12580779,401,477,400,476,"PLEASANTVIEW AVE",-76.1343946104297,43.0770617260867,0.579012380571911,3.13874926856953
"152",12580544,101,199,100,198,"VILLAGE DRIVE EXT",-76.1200677689138,43.0708235065898,0.969033394184923,5.25300141978505
"153",12581260,201,299,200,298,"LAMSON ST",-76.1001309773374,43.0710537413141,0.790305285348025,4.28414006257102
"154",12580213,201,299,200,298,"CRAIG ST",-76.1468358745303,43.0696012298556,0.311842115993671,1.6904547231227
"155",12581091,201,299,200,298,"LILLIAN AVE",-76.1106044232967,43.069471365943,1.06663206552056,5.78207086380194
"156",12580554,1021,1099,1022,1098,"DANFORTH ST",-76.1522887674377,43.0735126570339,0.180174195372207,0.976700400397367
"157",12575514,101,199,100,198,"COURT TER",-76.1522887674377,43.0735126570339,0.180174195372207,0.976700400397367
"158",13012806,245,299,246,298,"LAFAYETTE RD",-76.1307924784788,42.9958720054637,0.520978180325709,2.82415357133268
"159",13001233,1,67,2,66,"PARK ST TO ONONDAGA LAKE PKWY RAMP",-76.1733779661963,43.0765901233255,1.16162673320616,6.29702434963531
"160",12580361,0,0,210,298,"SEDGWICK DR",-76.1302590758848,43.0646111588102,0.308690906381595,1.67337243404411
"161",12580509,201,299,200,298,"RUGBY RD",-76.1228837797339,43.0679378945925,0.725945386809906,3.93525359444024
"162",12580540,101,199,100,198,"GEORGE ST",-76.1194892280167,43.0705639769373,0.976914386046039,5.29572323069909
"163",12580425,201,299,200,298,"MOONEY AVE",-76.1200993559624,43.0628249169997,0.683148549697452,3.70325762044894
"164",12580111,1001,1099,1000,1098,"BUTTERNUT ST",-76.1433607651424,43.0640560703021,0.197784060532358,1.07216114224961
"165",12580531,701,799,700,798,"GRANT BLVD",-76.1264460783149,43.0728942618557,0.912285106398597,4.94537648332692
"166",12580582,303,399,300,398,"CADILLAC ST",-76.1504270301458,43.0791208625247,0.251932020448471,1.36569004643878
"167",12580303,221,299,216,298,"WADSWORTH ST",-76.1390065890096,43.0714537587727,0.524849148934659,2.84513757840693
"168",12580226,1101,1199,1100,1198,"POND ST",-76.1465850692232,43.0725111603759,0.145827994359701,0.790514203135637
"169",12575550,101,199,100,198,"BELLSHIRE LN",-76.1530397087458,43.0796256116162,0.387641988300567,2.10135577074095
"170",13001311,101,199,100,198,"TEX SIMONE DR",-76.1632842604101,43.0751160366571,0.743370475361949,4.02971268682349
"171",12580235,301,399,300,398,"KNAUL ST",-76.1407321663929,43.0665393365501,0.411958266353729,2.23317108681124
"172",12575307,501,599,500,598,"COURT ST",-76.1572861469416,43.0696512022665,0.522341945817065,2.83154636306239
"173",12580184,101,197,100,196,"FIRST NORTH ST",-76.1433440806191,43.0671048470184,0.365421019285888,1.98089884687891
"174",12575236,101,199,100,198,"EXCHANGE ST",-76.1655262625159,43.0714790210298,0.868267433086552,4.70676251832699
"175",12580672,901,999,900,998,"DARLINGTON RD",-76.1394767506154,43.080926321008,0.336095003034405,1.82192640492787
"176",12580782,325,399,324,398,"KENWICK DR",-76.1355155854418,43.0788120696268,0.507474809436502,2.75095358990939
"177",12580625,121,199,122,198,"HAROLD ST",-76.1414789863392,43.0748495753581,0.348391582355556,1.88858452942609
"178",12580705,701,799,700,798,"CADILLAC ST",-76.1467770389992,43.0819877739109,0.223062055760633,1.20918979948711
"179",12575249,301,399,300,398,"WOLF ST",-76.1643906470494,43.0710091992044,0.818864425580064,4.43895537140042
"180",12580612,101,199,100,198,"WELDON AVE",-76.1459808358595,43.0803477127664,0.102429101402018,0.555254564312187
"181",13012405,0,0,208,298,"FIRST NORTH ST",-76.1453146321027,43.067902798434,0.38832871593846,2.10507843012349
"182",12580622,101,119,100,120,"HAROLD ST",-76.142557998644,43.0748089451803,0.321866016833037,1.744792959201
"183",12580312,1411,1421,1400,1412,"GRANT BLVD",-76.1362008416437,43.072416227938,0.648161516851949,3.51359755887172
"184",12575255,401,499,400,498,"BEAR ST",-76.1612496780265,43.0697509318769,0.695878928218311,3.77226731283495
"185",12575541,107,199,106,198,"SIXTH NORTH ST",-76.1563481102077,43.0801813568682,0.559817837131967,3.03469819608099
"186",12575479,501,599,500,598,"WOLF ST",-76.1626597269088,43.0733011758206,0.707522459411386,3.8353853501034
"187",12577304,101,199,100,198,"GLASS TER",-76.1421694537392,43.0284847257236,0.436667527029204,2.36711670952044
"188",12580306,1601,1699,1600,1698,"GRANT BLVD",-76.1380636468221,43.0723295114772,0.555794961717919,3.01289072237737
"189",12575234,1701,1799,1700,1798,"N SALINA ST",-76.1652419275639,43.0698605780818,0.882738092959204,4.78520604495097
"190",12581028,101,199,100,198,"LEA LN",-76.1179595191027,43.0720461962832,1.1047073510262,5.98847193317697
"191",13001322,2101,2149,2100,2148,"PARK ST",-76.169664434665,43.073647026778,1.06311257501229,5.76299217286336
"192",12575551,233,255,232,254,"SEVENTH NORTH ST",-76.1522749710234,43.0790975475738,0.345818731456747,1.87463744617236
"193",12575529,201,299,200,298,"FOURTH NORTH ST",-76.1590809300088,43.0781208006851,0.601981718540476,3.26326300120707
"194",12575558,1201,1299,1200,1214,"LEMOYNE AVE",-76.1536365881068,43.0800319646166,0.422042184530482,2.28783466891001
"195",12575557,257,299,256,298,"SEVENTH NORTH ST",-76.1530397087458,43.0796256116162,0.387641988300567,2.10135577074095
"196",12580234,201,211,200,210,"KNAUL ST",-76.141714612716,43.0664930529162,0.375487992211351,2.03547057101942
"197",12575311,1401,1499,1400,1498,"FIRST NORTH ST",-76.1586345092213,43.0732599173308,0.503293118176703,2.72828519658399
"198",12581031,101,119,100,118,"LINWILL TER",-76.1167722048167,43.0720599559677,1.1486435964384,6.22664448833893
"199",12575325,301,319,300,318,"SECOND NORTH ST",-76.1546387099888,43.0732089847751,0.301577431941977,1.63481123320712
"200",12580736,2201,2215,2200,2216,"COURT ST",-76.140483653485,43.0816265258796,0.316488475675754,1.71564202229452
"201",12580711,201,299,150,298,"HARFORD RD",-76.1443013848756,43.0825393844009,0.258564956538613,1.4016463126603
"202",12580526,201,299,200,298,"FORDHAM RD",-76.1253320060726,43.0712854417617,0.835624433263194,4.52980914866281
"203",12580773,301,323,300,322,"KENWICK DR",-76.1353323303511,43.0765223005752,0.542871431473083,2.94283398013077
"204",13012549,69,71,68,70,"ONONDAGA LAKE PKWY TO PARK ST RAMP",-76.1755377628956,43.076709641332,1.16988935696015,6.34181493639047
"205",12575264,501,599,500,598,"LEMOYNE AVE",-76.1619525341577,43.0715322224889,0.689675950490671,3.73864179383248
"206",13002322,451,499,450,498,"SB WEST STREET ARTERIAL",-76.158509916051,43.0534055011165,0.492224642182298,2.66828445722622
"207",12580408,301,399,300,398,"SHUART AVE",-76.1264293284042,43.0611673783246,0.34652276423519,1.87845391442509
"208",12575170,201,299,200,298,"ISABELLA ST",-76.1550479467754,43.0629554048407,0.437029287951216,2.36907776746576
"209",12580084,121,131,120,120,"BEECHER ST",-76.1421639388524,43.059975702734,0.27669020219364,1.49990086377399
"210",12575308,1201,1299,1200,1298,"SPRING ST",-76.1564227239895,43.0708033657869,0.443120358027535,2.4020966499428
"211",12581094,301,399,300,398,"TYSON PL",-76.1096636557737,43.0706238596973,1.07597661402703,5.83272642104724
"212",12580657,101,199,100,198,"MALVERNE DR",-76.1413948442001,43.0780300008493,0.217120064859721,1.17697905543417
"213",12580304,1701,1799,1700,1798,"GRANT BLVD",-76.139029640232,43.0722814871443,0.508326341157724,2.75556963035486
"214",12580671,2101,2199,2100,2198,"COURT ST",-76.1412927522473,43.0811711523115,0.264580947774043,1.43425820270534
"215",12575200,1601,1699,1600,1698,"N SALINA ST",-76.1636706171929,43.0692326620728,0.823226934020089,4.46260395066177
"216",12580656,1717,1799,1800,1802,"COURT ST",-76.1438487162586,43.0797530324939,0.101477424833984,0.550095651943366
"217",13028356,203,215,202,214,"BERKSHIRE AVE",-76.1388205761777,43.0757129094238,0.405698221714336,2.19923621565408
"218",12580521,201,299,200,298,"GEORGE ST",-76.1201615256011,43.0697473381801,0.912954039055473,4.94900267847912
"219",12575597,1001,1099,1000,1098,"HIAWATHA BLVD E",-76.1587541415574,43.0811893290312,0.693526755253979,3.75951649537565
"220",13001306,301,369,300,360,"SIXTH NORTH ST",-76.1587541415574,43.0811893290312,0.693526755253979,3.75951649537565
"221",12580076,201,299,200,298,"SEWARD ST",-76.1436817991136,43.0594986386744,0.246084564809612,1.33399176549471
"222",12581029,201,225,200,222,"VILLAGE DR",-76.1179595191027,43.0720461962832,1.1047073510262,5.98847193317697
"223",12580780,301,399,300,398,"WAINWRIGHT AVE",-76.1335530010354,43.0770932355548,0.620396858717938,3.36308903205208
"224",12580048,157,199,158,198,"MARY ST",-76.1493314352218,43.0645191462954,0.207078802478622,1.12254670474236
"225",12581105,501,599,500,598,"COUGHLIN AVE",-76.1077483007364,43.0735720846061,1.15081028323643,6.23838980990844
"226",12581362,301,399,300,398,"DUNLAP AVE",-76.1132748741835,43.0758008678362,1.45455191015322,7.8849328568421
"227",12580707,301,399,300,398,"HARFORD RD",-76.144995095244,43.0831911848761,0.29775282716876,1.61407855833297
"228",12581410,301,391,300,390,"N COLLINGWOOD AVE",-76.1077483007364,43.0735720846061,1.15081028323643,6.23838980990844
"229",12580615,1101,1119,1100,1118,"WADSWORTH ST",-76.1446058859002,43.0814149499932,0.17905533714474,0.970635218441105
"230",12580921,301,389,300,388,"SUNNYCREST RD",-76.1121161355235,43.0615390167941,0.950644733912872,5.15331893299286
"231",13006126,109,109,0,0,"GRANT BLVD",-76.115634015329,43.0683856764016,1.04083445863213,5.64222546071763
"232",12580568,101,139,100,138,"SEVENTH NORTH ST",-76.1491080338382,43.0768707054515,0.209708706761733,1.13680306682026
"233",12580655,101,199,100,198,"LOMA AVE",-76.1421194474609,43.0774781264641,0.198341618436074,1.07518358964658
